Futures NYMEX Unleaded 2nd month Close,,,,
29-Dec-00,79.18,79.18,79.18,79.18
28-Dec-00,75.4,75.4,75.4,75.4
27-Dec-00,75.23,75.23,75.23,75.23
26-Dec-00,75.45,75.45,75.45,75.45
25-Dec-00,74.53,74.53,74.53,74.53
22-Dec-00,73.62,73.62,73.62,73.62
21-Dec-00,74.36,74.36,74.36,74.36
20-Dec-00,72.74,72.74,72.74,72.74
19-Dec-00,77.37,77.37,77.37,77.37
18-Dec-00,78.08,78.08,78.08,78.08
15-Dec-00,76.27,76.27,76.27,76.27
14-Dec-00,75.14,75.14,75.14,75.14
13-Dec-00,76.29,76.29,76.29,76.29
12-Dec-00,77.3,77.3,77.3,77.3
11-Dec-00,77.4,77.4,77.4,77.4
8-Dec-00,74.43,74.43,74.43,74.43
7-Dec-00,77.4,77.4,77.4,77.4
6-Dec-00,78.49,78.49,78.49,78.49
5-Dec-00,77.03,77.03,77.03,77.03
4-Dec-00,80.91,80.91,80.91,80.91
1-Dec-00,83.09,83.09,83.09,83.09
30-Nov-00,86.86,86.86,86.86,86.86
29-Nov-00,89.08,89.08,89.08,89.08
28-Nov-00,86.9,86.9,86.9,86.9
27-Nov-00,89.89,89.89,89.89,89.89
24-Nov-00,90.02,90.02,90.02,90.02
23-Nov-00,90.14,90.14,90.14,90.14
22-Nov-00,90.27,90.27,90.27,90.27
21-Nov-00,90.44,90.44,90.44,90.44
20-Nov-00,90.23,90.23,90.23,90.23
17-Nov-00,90.23,90.23,90.23,90.23
16-Nov-00,90.07,90.07,90.07,90.07
15-Nov-00,90.58,90.58,90.58,90.58
14-Nov-00,88.27,88.27,88.27,88.27
13-Nov-00,87.53,87.53,87.53,87.53
10-Nov-00,85.99,85.99,85.99,85.99
9-Nov-00,86.36,86.36,86.36,86.36
8-Nov-00,85.18,85.18,85.18,85.18
7-Nov-00,86.11,86.11,86.11,86.11
6-Nov-00,85.12,85.12,85.12,85.12
3-Nov-00,84.3,84.3,84.3,84.3
2-Nov-00,84.28,84.28,84.28,84.28
1-Nov-00,85.6,85.6,85.6,85.6
31-Oct-00,87.59,87.59,87.59,87.59
30-Oct-00,88.08,88.08,88.08,88.08
27-Oct-00,87.43,87.43,87.43,87.43
26-Oct-00,91.36,91.36,91.36,91.36
25-Oct-00,89.96,89.96,89.96,89.96
24-Oct-00,91.98,91.98,91.98,91.98
23-Oct-00,91.21,91.21,91.21,91.21
20-Oct-00,89.12,89.12,89.12,89.12
19-Oct-00,87.79,87.79,87.79,87.79
18-Oct-00,88.96,88.96,88.96,88.96
17-Oct-00,87.77,87.77,87.77,87.77
16-Oct-00,88.18,88.18,88.18,88.18
13-Oct-00,93.09,93.09,93.09,93.09
12-Oct-00,97.09,97.09,97.09,97.09
11-Oct-00,90.09,90.09,90.09,90.09
10-Oct-00,89.41,89.41,89.41,89.41
9-Oct-00,85.87,85.87,85.87,85.87
6-Oct-00,83.53,83.53,83.53,83.53
5-Oct-00,82.87,82.87,82.87,82.87
4-Oct-00,84.28,84.28,84.28,84.28
3-Oct-00,86.96,86.96,86.96,86.96
2-Oct-00,86.87,86.87,86.87,86.87
29-Sep-00,84.65,84.65,84.65,84.65
28-Sep-00,84.45,84.45,84.45,84.45
27-Sep-00,89.31,89.31,89.31,89.31
26-Sep-00,89.79,89.79,89.79,89.79
25-Sep-00,89.68,89.68,89.68,89.68
22-Sep-00,91.07,91.07,91.07,91.07
21-Sep-00,95.07,95.07,95.07,95.07
20-Sep-00,95.79,95.79,95.79,95.79
19-Sep-00,94.25,94.25,94.25,94.25
18-Sep-00,94.9,94.9,94.9,94.9
15-Sep-00,93.7,93.7,93.7,93.7
14-Sep-00,91.14,91.14,91.14,91.14
13-Sep-00,90.35,90.35,90.35,90.35
12-Sep-00,91.17,91.17,91.17,91.17
11-Sep-00,94.09,94.09,94.09,94.09
8-Sep-00,91.26,91.26,91.26,91.26
7-Sep-00,95.85,95.85,95.85,95.85
6-Sep-00,94.78,94.78,94.78,94.78
5-Sep-00,92.04,92.04,92.04,92.04
4-Sep-00,91.61,91.61,91.61,91.61
1-Sep-00,91.17,91.17,91.17,91.17
31-Aug-00,94.56,94.56,94.56,94.56
30-Aug-00,93.29,93.29,93.29,93.29
29-Aug-00,91.04,91.04,91.04,91.04
28-Aug-00,90.93,90.93,90.93,90.93
25-Aug-00,88.65,88.65,88.65,88.65
24-Aug-00,88.28,88.28,88.28,88.28
23-Aug-00,88.67,88.67,88.67,88.67
22-Aug-00,87.25,87.25,87.25,87.25
21-Aug-00,88.88,88.88,88.88,88.88
18-Aug-00,87.1,87.1,87.1,87.1
17-Aug-00,86.31,86.31,86.31,86.31
16-Aug-00,85.5,85.5,85.5,85.5
15-Aug-00,84.94,84.94,84.94,84.94
14-Aug-00,85.45,85.45,85.45,85.45
11-Aug-00,85,85,85,85
10-Aug-00,85.78,85.78,85.78,85.78
